taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_market_value,log_assessed_value,log_outstanding_balance
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,City of Davao,Barangay 21-C (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3242,8676787.36,0.4,3470714.94,0.0125,43383.94,2023,16,8,4,1,87.0,31828.35,8.48,1,12.0,4.0,15.976162013559643,15.059871453407998,10.368144099081137
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maco,Hijo,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,236,1246676.38,0.2,249335.28,0.0142,3540.56,2024,18,8,2,1,39.3,2032.23,43.07,0,12.0,4.0,14.035992474268568,12.426557786400489,7.617380940529799
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bago Oshiro,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,188,1298866.44,0.2,259773.29,0.0106,2753.6,2024,9,8,4,1,55.0,2172.04,5.0,1,6.0,2.0,14.07700324271649,12.467568417582669,7.683882387818256
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Daliao,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,585,2969004.13,0.2,593800.83,0.0117,6947.47,2022,16,8,3,1,43.4,5350.63,34.75,1,9.0,3.0,14.9037374815989,13.294300923152786,8.585156466383886
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Sulop,Tala-o,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,229,1701924.99,0.2,340385.0,0.0119,4050.58,2021,18,8,2,1,34.7,2341.83,68.91,0,6.0,2.0,14.347271103033684,12.737835546750967,7.759114879324012
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Santo Tomas,New Katipunan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,150,893223.48,0.2,178644.7,0.0126,2250.92,2021,1,1,1,1,52.0,1259.72,47.54,1,6.0,2.0,13.702593205648256,12.093159793752424,7.1394382653138155
Individual,City of Digos,Davao Del Sur,Davao Del Sur,Hagonoy,San Guillermo,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1059,1259617.48,0.4,503846.99,0.0104,5240.01,2022,8,8,4,2,74.4,5641.44,5.0,1,6.0,2.0,14.046319439425615,13.130029894418067,8.63807187505075
Company,Pantukan,Davao De Oro,Davao Del Sur,City of Davao,Lubogan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,235,1991807.47,0.2,398361.49,0.0116,4620.99,2021,10,8,4,2,98.5,5166.98,5.0,1,9.0,3.0,14.504553562905619,12.895117648653613,8.55023717548591
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,Quezon,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1924,1439506.45,0.4,575802.58,0.0113,6506.57,2023,4,5,3,1,78.7,5409.36,6.67,1,6.0,2.0,14.179811564429103,13.263521874577494,8.596070913064688
Company,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Salapawan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,414,5750558.01,0.5,2875279.0,0.015,43129.18,2024,11,8,5,1,89.5,39326.57,9.49,1,9.0,3.0,15.564807627178494,14.87166061877571,10.579681078620064
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 39-D (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,87,852904.26,0.2,170580.85,0.0144,2456.36,2022,12,8,1,1,32.1,1436.43,72.29,0,,,13.656403753482461,12.046970519165445,7.27061207583366
Company,City of Panabo,Davao Del Norte,Davao Del Sur,Matanao,Asinan,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,134,1798674.9,0.45,809403.7,0.0141,11412.59,2023,3,3,2,1,57.4,5900.83,26.66,1,6.0,2.0,14.40256134106067,13.60405431817749,8.683017751292724
Company,City of Davao,Davao Del Sur,Davao Occidental,Jose Abad Santos,Tabayon,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,204,2268368.59,0.5,1134184.29,0.0137,15538.32,2023,6,5,1,1,29.7,6287.88,72.87,0,,,14.634571889107269,13.941425144984043,8.746538273426495
Individual,Sulop,Davao Del Sur,Davao De Oro,Maragusan,  Bahi ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,148,581910.37,0.2,116382.07,0.0143,1664.26,2021,11,8,4,1,61.9,1332.13,13.38,1,3.0,1.0,13.274073429893635,11.664642356965677,7.195284839804611
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,New Bethlehem,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,470,1273929.18,0.2,254785.84,0.0118,3006.47,2022,4,3,2,1,61.3,1935.09,13.87,1,6.0,2.0,14.057617309844803,12.448182552994675,7.568425754359313
Company,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,MAGSAYSAY,New Opon,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,345,6404736.14,0.5,3202368.07,0.0172,55080.73,2023,20,8,2,1,49.8,36484.96,39.84,0,6.0,2.0,15.67254845265817,14.979401428232645,10.50468280803665
Company,City of Davao,Davao Del Sur,Davao Del Sur,Magsaysay,Mabini,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,202,4415145.62,0.5,2207572.81,0.017,37528.74,2023,18,8,1,0,14.3,7095.28,80.48,0,9.0,3.0,15.300551600981798,14.60740464691487,8.867325982060992
Individual,Malita,Davao Occidental,Davao Del Sur,City of Davao,  Barangay 9-A (Pob.) ,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,524,1206761.32,0.2,241352.26,0.0106,2558.33,2023,5,6,2,1,54.7,1377.98,45.76,0,9.0,3.0,14.00345156271032,12.39401694835188,7.229099374424894
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,New Valencia,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,238,5926176.15,0.5,2963088.08,0.0173,51261.42,2021,16,8,1,1,22.3,29226.74,64.24,0,9.0,3.0,15.59488990035767,14.901742890227984,10.28287353729196
Individual,Nabunturan,Davao De Oro,Davao Del Sur,Kiblawan,Tacul,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 17C,89,897434.69,0.25,224358.67,0.0117,2625.0,2022,13,8,5,1,64.7,2485.74,5.0,1,12.0,4.0,13.707296742181157,12.321005712770772,7.818727894711479
Individual,Cateel,Davao Oriental,Davao Del Sur,City of Davao,Ilang,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,107,711248.77,0.2,142249.75,0.0115,1635.87,2022,16,8,3,2,99.6,1797.76,7.08,1,9.0,3.0,13.474778941048285,11.865346624382411,7.494852817602386
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Fatima (Benowang),Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,194,2077908.32,0.45,935058.74,0.0146,13651.86,2024,6,6,4,1,73.7,9797.15,5.0,1,3.0,1.0,14.546872811575568,13.748365699277878,9.18994887132812
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,Kapatagan,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,458,3205831.13,0.5,1602915.56,0.016,25646.65,2024,18,8,2,1,54.2,13340.3,42.52,0,12.0,4.0,14.980482249582986,14.28733537783517,9.49861976599591
Company,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Dalagdag,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,205,1416886.62,0.2,283377.32,0.0131,3712.24,2021,8,8,2,1,53.2,1917.68,34.73,0,12.0,4.0,14.163973207129716,12.554538103665328,7.55939272858533
Individual,Maco,Davao De Oro,Davao Del Sur,City of Davao,Lizada,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,267,1347553.38,0.2,269510.68,0.0136,3665.35,2024,18,8,2,1,53.3,2062.99,53.3,0,6.0,2.0,14.113801937166212,12.504367007909684,7.632396281628476
Company,Magsaysay,Davao Del Sur,Davao Del Sur,City of Davao,Baganihan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,267,1612474.45,0.2,322494.89,0.0142,4579.43,2024,16,8,1,0,11.5,717.28,90.97,0,12.0,4.0,14.293281102729965,12.68384567095071,6.576859465173697
Company,Padada,Davao Del Sur,Davao Occidental,Sarangani,Mabila (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,495,10802061.03,0.5,5401030.51,0.0135,72913.91,2022,12,8,1,1,22.2,41496.29,72.57,0,9.0,3.0,16.195247602573588,15.502100513662805,10.633383402881753
Individual,Manay,Davao Oriental,Davao Del Sur,City of Davao,Salaysay,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,113,1086308.18,0.2,217261.64,0.014,3041.66,2023,11,8,2,1,41.2,1592.56,43.41,0,6.0,2.0,13.89829643509036,12.288862223253323,7.373725786113707
Individual,City of Davao,Davao Del Sur,Davao Oriental,San Isidro,San Roque,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,97,710703.23,0.2,142140.65,0.0139,1975.76,2021,14,8,1,1,26.6,1145.59,67.72,0,,,13.474011630675705,11.864579374587043,7.044547598998958
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Norte,San Isidro,Kipalili,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,498,2053880.29,0.2,410776.06,0.0102,4189.92,2023,17,8,1,0,19.4,623.85,80.66,0,6.0,2.0,14.535241873253247,12.925805913218296,6.437511620931793
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Concepcion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,256,1490196.8,0.2,298039.36,0.0112,3338.04,2022,14,8,2,1,35.6,2237.09,68.96,0,3.0,1.0,14.21441942078877,12.604984192558492,7.713378102540502
Company,Kapalong,Davao Del Norte,Davao Del Sur,City of Davao,Centro (San Juan),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2028,4180732.35,0.4,1672292.94,0.013,21739.81,2024,4,4,2,0,34.9,7899.53,48.1,0,9.0,3.0,15.245997231696421,14.32970685861093,8.974685124812368
Individual,Compostela,Davao De Oro,Davao Del Sur,City of Davao,Buda,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4978,12392415.27,0.4,4956966.11,0.0109,54030.93,2021,2,3,1,0,19.5,17668.26,65.89,0,12.0,4.0,16.33259525234809,15.41630464191917,9.779581685546022
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Mudiang,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,642,11818239.14,0.5,5909119.57,0.0147,86864.06,2021,12,8,3,1,87.9,72745.96,5.0,1,6.0,2.0,16.285154670532386,15.592007574587404,11.19474239721906
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Talomo River,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 28B,74,1211408.57,0.25,302852.14,0.0148,4482.21,2022,14,8,2,1,52.5,2247.83,50.26,0,12.0,4.0,14.00729517344825,12.621003280524405,7.718165359951578
Individual,Kapalong,Davao Del Norte,Davao De Oro,Monkayo,Casoon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,127,586285.89,0.2,117257.18,0.0117,1371.91,2021,17,8,3,2,74.0,1294.98,5.67,1,9.0,3.0,13.281564522136042,11.672133449333451,7.167022444694378
Individual,Maco,Davao De Oro,Davao Del Sur,City of Davao,Pandaitan,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 07A,81,1469805.12,0.25,367451.28,0.0152,5585.26,2024,4,4,1,1,43.3,3217.78,39.69,1,12.0,4.0,14.200641058900054,12.814348738863607,8.076757684756961
Company,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Subasta,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,320,4718452.08,0.5,2359226.04,0.0165,38927.23,2023,19,8,3,1,42.4,30831.84,46.69,1,12.0,4.0,15.366991566556,14.673844597929898,10.336335634704405
Individual,Maco,Davao De Oro,Davao Del Sur,City of Davao,Lizada,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,267,1262402.76,0.2,252480.55,0.0114,2878.28,2022,16,8,3,1,53.1,1926.06,38.29,1,12.0,4.0,14.04852820752305,12.43909345572093,7.563750804411214
Individual,Bansalan,Davao Del Sur,Davao De Oro,New Bataan,Batinao,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1600,2628422.42,0.4,1051368.97,0.0131,13772.93,2021,18,8,1,1,26.8,6304.99,77.27,0,9.0,3.0,14.781894764329872,13.865604605042142,8.74925525431244
Company,Sulop,Davao Del Sur,Davao Del Sur,City of Davao,Crossing Bayabas,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,477,1575364.73,0.4,630145.89,0.0163,10271.38,2023,11,8,1,0,16.8,1600.15,79.57,0,6.0,2.0,14.269998012809221,13.353708229920601,7.3784774000507936
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dacudao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,206,1777561.82,0.2,355512.36,0.0132,4692.76,2023,20,8,3,2,103.7,5228.53,5.0,1,3.0,1.0,14.39075378180718,12.7813181083913,8.562076686863977
Individual,City of Davao,Davao Del Sur,Davao Oriental,Tarragona,Limot,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,355,7038838.02,0.5,3519419.01,0.015,52791.29,2024,12,8,3,1,43.2,39204.81,32.9,1,12.0,4.0,15.76695380260294,15.073806764111866,10.576580229081616
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Binasbas,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 23D,43,721253.11,0.25,180313.28,0.0144,2596.51,2024,10,8,4,2,101.6,2739.86,5.0,1,12.0,4.0,13.488746795228419,12.102456607386264,7.916027018748806
Individual,City of Mati,Davao Oriental,Davao Del Norte,Island Garden City of Samal,Mambago-A,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,289,1357761.46,0.2,271552.29,0.0125,3394.4,2024,5,5,1,1,30.2,1691.97,63.85,0,12.0,4.0,14.121348652802139,12.511913679022078,7.434239661952507
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Macopa,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,208,1052587.39,0.2,210517.48,0.0111,2336.74,2024,20,8,3,1,53.2,1477.88,30.68,0,3.0,1.0,13.866762822010092,12.257328719225043,7.299040323516468
Individual,Caraga,Davao Oriental,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,269,2141720.23,0.2,428344.05,0.014,5996.82,2023,12,8,1,1,24.6,3336.25,65.21,0,9.0,3.0,14.577120376795715,12.967684341354834,8.112902393535842
Individual,Santa Maria,Davao Occidental,Davao Del Sur,City of Davao,Barangay 27-C (Pob.),Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,407,7031829.3,0.45,3164323.19,0.0153,48414.14,2023,17,8,1,1,30.0,30508.74,78.48,0,9.0,3.0,15.765957585518981,14.967450064694127,10.325801255878272
Individual,City of Mati,Davao Oriental,Davao Oriental,Cateel,Abijod,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2061,11955578.77,0.5,5977789.38,0.0164,98035.75,2024,7,7,2,1,31.4,66169.4,68.05,0,,,16.296708653725435,15.60356155597201,11.099988512023348
Individual,Island Garden City of Samal,Davao Del Norte,Davao Occidental,Sarangani,Camalig,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,707,3615504.02,0.2,723100.8,0.0105,7592.56,2022,12,8,1,1,34.0,3677.37,71.57,0,,,15.100742105062505,13.491305293442203,8.21022499825578
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tugbok (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,278,1319119.95,0.2,263823.99,0.0114,3007.59,2021,18,8,1,1,29.7,1922.79,65.55,0,,,14.092476125751679,12.483041245635377,7.562052477659471
Individual,Santa Maria,Davao Occidental,Davao Occidental,Don Marcelino,Kinanga,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2889,5232958.49,0.4,2093183.4,0.0129,27002.07,2023,18,8,3,1,53.5,16718.69,39.91,0,9.0,3.0,15.470487544066977,14.554197100748425,9.724342345796956
Company,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Baganihan,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,428,7343033.07,0.45,3304364.88,0.0142,46921.98,2022,16,8,2,0,26.9,15099.2,87.0,0,3.0,1.0,15.809262676215983,15.010755145990741,9.622463267748413
Company,Hagonoy,Davao Del Sur,Davao Occidental,Santa Maria,San Pedro,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,689,7175892.35,0.5,3587946.17,0.0145,52025.22,2021,4,5,1,1,26.8,21679.04,60.38,0,9.0,3.0,15.786237820570195,15.093090777972156,9.984147300570331
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Kiblawan,Waterfall,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,261,1796120.42,0.2,359224.08,0.0109,3915.54,2022,3,4,2,1,36.0,2016.26,42.33,1,3.0,1.0,14.40114013134976,12.791704434799032,7.6094954339601015
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Suawan (Tuli),Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,960,7325761.63,0.5,3662880.81,0.0154,56408.36,2022,14,8,2,1,37.8,41385.88,43.39,1,3.0,1.0,15.806907820758571,15.11376077533813,10.630719201374825
Individual,Don Marcelino,Davao Occidental,Davao Del Sur,City of Davao,Waan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4555,12351159.41,0.4,4940463.76,0.0126,62249.84,2023,3,2,1,1,51.2,27139.21,57.54,1,6.0,2.0,16.32926057694815,15.412969965710428,10.20877167101552
Individual,Matanao,Davao Del Sur,Davao Del Norte,Carmen,Tuganay,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,307,652770.36,0.2,130554.07,0.012,1566.65,2021,3,3,1,0,13.5,505.5,80.61,0,6.0,2.0,13.388982209120586,11.779550409068325,6.227524323688738
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bato,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3885,9407917.87,0.4,3763167.15,0.0124,46663.27,2023,11,8,1,1,34.6,27172.28,78.19,0,12.0,4.0,16.057062325571458,15.140771753668908,10.209989416518033
Individual,City of Davao,Davao Del Sur,Davao De Oro,Mabini,Cadunan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,177,1370127.36,0.2,274025.47,0.0135,3699.34,2023,18,8,4,2,100.8,4005.75,5.0,1,6.0,2.0,14.13041498684601,12.52097998654358,8.295735717873685
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Santo Niño,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,166,492292.39,0.2,98458.48,0.0107,1053.51,2021,13,8,3,1,53.9,764.04,34.2,1,3.0,1.0,13.10683013888386,11.497400371965725,6.639928120041287
Company,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Oregon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,227,1314973.19,0.2,262994.64,0.0122,3208.53,2024,18,8,2,1,52.3,2269.92,34.2,0,3.0,1.0,14.089327596024956,12.479892733075719,7.727940314712734
Individual,Malalag,Davao Del Sur,Davao Del Sur,City of Davao,Malagos,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,254,1774413.89,0.2,354882.78,0.0135,4790.92,2023,17,8,2,1,40.6,3075.76,48.34,0,,,14.388981287112012,12.77954563457524,8.031632374229988
Individual,Carmen,Davao Del Norte,Davao Occidental,Santa Maria,Pongpong,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 09C,32,488096.58,0.25,122024.15,0.0135,1647.33,2023,20,8,2,1,32.2,1182.86,59.25,0,9.0,3.0,13.098270623862538,11.711982450010893,7.076535565209424
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 28-C (Pob.),Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2033,27177730.4,0.5,13588865.2,0.0146,198397.43,2024,15,8,1,1,31.0,124952.69,63.82,0,12.0,4.0,17.117908497420146,16.42476135365503,11.735698467639768
Individual,Maco,Davao De Oro,Davao Del Sur,BANSALAN,Union,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,421,6006576.2,0.45,2702959.29,0.0132,35679.06,2021,11,8,5,2,90.1,39298.13,5.0,1,6.0,2.0,15.608365626803833,14.809858134066689,10.578957660207736
Individual,Caraga,Davao Oriental,Davao Del Sur,City of Davao,Barangay 29-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,258,2316122.09,0.2,463224.42,0.0143,6624.11,2023,12,8,1,0,17.5,682.35,77.88,0,12.0,4.0,14.65540526393113,13.04596908283702,6.5270071734108095
Company,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Mabuhay,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,995,6657365.17,0.5,3328682.58,0.0142,47267.29,2023,3,4,1,1,26.5,21123.23,63.28,0,12.0,4.0,15.71123449432773,15.018087462475233,9.958176001856925
Individual,Kiblawan,Davao Del Sur,Davao Del Sur,City of Davao,Lapu-lapu,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,149,1502961.18,0.2,300592.24,0.014,4208.29,2023,9,8,3,2,75.7,4400.56,5.0,1,6.0,2.0,14.2229485054112,12.613513267691523,8.38971430252451
Individual,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,"Don Salvador Lopez, Sr.",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,831,3099963.41,0.2,619992.68,0.0105,6509.92,2021,1,2,2,0,41.7,1337.73,60.83,0,,,14.94690118874431,13.337464563420932,7.1994766823413086
Individual,Don Marcelino,Davao Occidental,Davao Del Sur,City of Davao,Salaysay,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,543,1558081.05,0.2,311616.21,0.0127,3957.53,2024,21,8,4,2,98.7,4294.63,5.0,1,3.0,1.0,14.258966167697523,12.64953082251902,8.365353505850166
Individual,Hagonoy,Davao Del Sur,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,317,1652949.56,0.2,330589.91,0.0114,3768.72,2023,19,8,3,1,54.9,2888.4,39.39,1,12.0,4.0,14.318072467099972,12.708636968528259,7.968804147095281
Individual,Maco,Davao De Oro,Davao Del Sur,City of Digos,Aplaya,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,180,1626962.94,0.2,325392.59,0.0141,4588.04,2021,14,8,3,1,46.8,3081.05,34.41,0,6.0,2.0,14.302226222464473,12.692790774740844,8.033350238980134
Individual,Asuncion,Davao Del Norte,Davao Occidental,Malita,Bolila,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,175,697600.45,0.2,139520.09,0.0122,1702.15,2024,11,8,2,1,53.0,1104.95,50.33,0,6.0,2.0,13.455403230129793,11.845971051612288,7.008459973103769
Company,Asuncion,Davao Del Norte,Davao Oriental,City of Mati,Danao,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,321,1466449.82,0.2,293289.96,0.0108,3167.53,2023,4,5,1,1,35.9,1436.85,52.02,0,6.0,2.0,14.198355631208262,12.588920432806262,7.2709042212963535
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Ubalde,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,155,1363182.97,0.2,272636.59,0.0116,3162.58,2021,1,1,1,0,41.4,1029.02,39.86,1,9.0,3.0,14.125333675891806,12.515898683088714,6.937333498510893
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dominga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,211,1013135.37,0.2,202627.07,0.0109,2208.64,2022,7,7,2,1,37.2,1614.57,47.78,0,6.0,2.0,13.828561394111139,12.219127410064472,7.3874431145641415
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Norte,City of Tagum,Madaum,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,186,1729356.47,0.2,345871.29,0.0118,4081.28,2023,3,4,2,1,58.2,2580.86,28.59,1,12.0,4.0,14.363260492861905,12.753824881857954,7.856265348402853
Individual,City of Tagum,Davao Del Norte,Davao Del Sur,City of Davao,Mulig,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,172,779703.79,0.2,155940.76,0.0108,1684.16,2023,20,8,5,1,73.2,1416.65,14.71,1,6.0,2.0,13.566670652667304,11.957237883192102,7.256755850109175
Individual,Nabunturan,Davao De Oro,Davao De Oro,Montevista,San Vicente,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,305,2373374.73,0.2,474674.95,0.0122,5791.03,2023,14,8,5,1,77.7,4687.55,5.0,1,12.0,4.0,14.67982385832454,13.070387639678971,8.452878645194412
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dalagdag,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,763,4344910.0,0.4,1737964.0,0.0157,27286.03,2022,13,8,3,1,89.2,20182.76,5.43,1,3.0,1.0,15.28451583315769,14.368225446514941,9.91263359964378
Individual,Monkayo,Davao De Oro,Davao Oriental,Manay,San Fermin,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,198,883347.08,0.2,176669.42,0.0136,2402.7,2024,19,8,5,2,109.1,2957.11,5.0,1,6.0,2.0,13.69147460349457,12.082041241917535,7.992305829868024
Individual,Matanao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 39-D (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,635,8137169.87,0.5,4068584.94,0.0139,56553.33,2022,16,8,0,0,0.0,12790.75,89.58,0,12.0,4.0,15.911953118598047,15.218806062159858,9.456555710858149
Individual,Matanao,Davao Del Sur,Davao Oriental,Cateel,Taytayan,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,124,367647.68,0.2,73529.54,0.0113,830.88,2022,13,8,4,2,71.5,990.21,5.0,1,3.0,1.0,12.814883087246645,11.20545610910455,6.898926419045316
Company,City of Tagum,Davao Del Norte,Davao De Oro,Montevista,Bankerohan Norte,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,287,1937157.91,0.4,774863.16,0.0153,11855.41,2024,16,8,1,1,32.6,6420.3,68.7,0,3.0,1.0,14.476732978260031,13.560443015553247,8.767375868397064
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,77,723575.03,0.2,144715.01,0.0135,1953.65,2024,18,8,3,1,57.1,1273.78,31.56,1,6.0,2.0,13.491960905918114,11.882528549208175,7.150528893684624
Individual,Compostela,Davao De Oro,Davao De Oro,Pantukan,P. Fuentes,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,111,440085.93,0.2,88017.19,0.0118,1038.6,2021,15,8,2,1,53.0,627.33,42.24,0,9.0,3.0,12.994727554562239,11.385298776645357,6.443065506160142
